user,CSS3,HTML,Googlemap,Memcached,name,Git,Cpp,jQueryUI,NumPy,Julia,SQL,Scala,HTMLDOM,Rust,Linux,JavaScript,Maven,Bootstrap3,MySQL,MongoDB,Python2x,MVC,FontAwesome,XPath,JSON,Eclipse,PostgreSQL,jQuery,Designpatterns,Nodejs,Chartjs,JSP,Java,Docker,W3C,XLink,Foundation,Echarts,XQuery,Highcharts,Kotlin,Pandas,C,Razor,ASP.NET,Scipy,XSLT,WebHosting,SQLite,AppML,Matplotlib,AngularJS,servlet,HTML5,ionic,DTD,PHP,Bootstrap4,SVG,XPointer,BrowserInformation,XSLFO,WebsiteBuilding,jQuery Mobile,Vue3,TCPIP,Redis,SOAP,Swift,algorithms,WebService,Perl,ASP,RDF,Svn,VBScript,XML,Vuejs,AJAX,WebPages,Django,TypeScript,C#,XMLDOM,Bootstrap5,Python,WebsiteQuality,Go,WSDL,CSS,XMLSchema,RSS,HTTP,R,WebForms,Markdown,Lua,AngularJS2,React,Ruby,jQueryEasyUI ,regular
user2459,10,10,10,10,0,10,10,10,10,0,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10
user2460,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,0,0,6,6,6,6,6,6,0,6,0,6,6,6,6,6,0,0,6,6,6,6,6,0,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6
user2461,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,0,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,10,10,0,10,10,10
user2462,6,6,6,6,0,6,6,0,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,0,0,6,0,0,6,6,6,6,0,6,0,6,0,6,0,6,6,0,6,6,6,6,6,6,0,6,6,6,6,6,0,6,0,6,6,6,6,6,6,0,6,0,6,6,0,6,0,6,0,6,0,0,0,6,0,6,0,0,6,6,0,0,6,0,6
user2463,0,5,0,0,5,0,5,5,5,0,5,0,5,5,5,5,5,5,5,0,5,0,0,5,5,0,5,5,5,5,0,0,5,5,0,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,5,0,5,0,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5
user2464,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,5,0,5,5,5,5,5,5,5,5,0,5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5
user2465,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,0,0,0,5,0,5,0,5,5,0,5,0,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5
user2466,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,4,4,4,0,4,4,0,4,0,4,0,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,0,4
user2467,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
user2468,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,0,3,3,3,3,0,0,3,3,3,3,3,0,3,3,0,0,0,3,0,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,0,3,3,3,0,3,3,3,3
user2469,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,0,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,0,6,6,6,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,6,6,6,6,6,0,0,6,0,6,6,0
user2470,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,2,2,2,2,0,2,0,2,0,2,0,0,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,0,2
user2471,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,0,9,9,9,9,9,0,0,9,9,9,0,0,9,9,9,9,0,9,9,0,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,0,9
user2472,0,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,0,0,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,0,0,4,0,4,4
user2473,0,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2
user2474,5,5,5,5,0,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,0,5,5,0,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,0,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,5,0,5,5
user2475,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
user2476,7,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,0,7,0,0,7,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,0,7,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7
user2477,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,0,9,9,0,9,0,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
user2478,4,0,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,0,4,0,4,0,4,4,4,4,4,4,4,0,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,0,4,4,4,4,4,4,0,4,0,4,4
user2479,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,9,0,9,9,0,9,9,0,0,9,9,9,0,9,9,9,9,9,9,9,0,0,0,9,9,9,0,9,0,9,9,9,0,0,0,9,9,9,9,9,9,9
user2480,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,0,0
user2481,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,0,0,10,10,10,10,10,0,10,10,0,10,0,10,0,10,10,10,10
user2482,7,7,7,7,7,7,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,0,7,0,0,7,7,7,0,7,7,7,0,7,0,7,7,7,7,7,7,0,0,0,7,0,7,7,7,7,7,7,0,0,7,7,0,7,7,0,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7
user2483,0,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,0,6,6,0,6,6,6,0,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
user2484,9,9,0,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,0,0,0,9,0,0,0,9,9,9,9,9,9,0,9,9,0,9,9,9,0,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9
user2485,2,2,2,2,0,2,2,0,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,0,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2
user2486,0,8,8,8,0,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,0,0,0,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,0,8,8,8,0,0,8,0,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,0,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8
user2487,0,5,5,0,5,5,5,5,5,0,5,5,0,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5
user2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2489,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0
user2490,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,0,0,0,0,7,7,7,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,0
user2491,5,5,5,5,0,5,0,5,0,5,5,5,5,5,5,5,5,0,5,0,0,0,5,5,5,5,5,5,0,0,5,0,5,0,0,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,0,5,5,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,0,5,5,5,5,5,5,5,5,0,5,5,5,5,0,0,5,0,5,5,0,5,5,5,5
user2492,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,0,4,4,4,0,0,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,4,4,0,4,4,4,0,4,4,4,4,4,0,0,4,4,4,4,4,0,4,0,4,0,0,4,0,4,0,4,4
user2493,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,0,0,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,0,9,0,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,0,9,0,9,9,9,0,0,0,9,9,9
user2494,4,4,4,0,0,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,0,4,4,0,4,0,0,4,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,0,4,0,4
user2495,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3
user2496,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,0,7,0,7,7,7,7,0,7,7
user2497,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,0,0,0,2,0,2,2,2,2,0,0,2,2,2,2,2,0
user2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2499,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,0,0,2,0,2,2,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2
user2500,2,2,0,2,2,2,2,0,2,0,2,0,2,0,2,2,2,0,0,2,0,2,2,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,2,2,0,0,2,2,0,0,0,2,2,2,0,2,2,2,0,2,2,0,2,2
user2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2502,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,0,4,4,4,4,4,0,4,4,4,0,0,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
user2503,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
user2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2505,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,0,5,5,5,5,0,5,0,5,5,0,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,0,5,5,0,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,5,5,5,5,5,5,0,5,0,5,5,5
user2506,7,7,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,0,0,7,7,7,0,7,7,0,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,0,7,0,7,0,7,0,7,7,7,7,7,7,7,0,0,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7
user2507,0,0,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0
user2508,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,0,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,3,0,3,3,0,0,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3
user2509,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,7,7,7,7,7,0,0,7,0,7,7,7,7,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,0,7,0,7,7,0,7,7,7,7,7,7,7,7,7
user2510,0,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,0,9,0,9,9,0,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,0,9,9
user2511,6,6,0,6,6,6,6,0,6,6,0,0,0,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,0,6,0,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,0,0,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,0,6,6,0,6
user2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2513,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,0,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,0,0,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,0,7,7,7,7,7,7,7,0,0,7,7,0,0,7,0,7,7,7,7,7,7,0,7,0,7,7,0,7,7,7
user2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2516,8,0,8,8,8,0,8,8,0,0,8,8,8,8,8,0,8,8,8,8,8,0,8,8,0,8,0,8,0,8,8,8,0,0,8,0,0,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8
user2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2518,6,6,6,6,6,6,6,0,6,6,6,6,0,0,6,6,6,0,6,6,6,6,0,0,6,6,6,6,0,6,6,0,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6
user2519,9,9,9,9,9,0,9,9,9,0,9,9,9,9,9,0,9,0,0,0,9,9,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,0,9,9,0,0,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,0,9
user2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user2521,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,0,0,6,6,0,0,6,0,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,0,6,0,0,0,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,0,0,0,6,0,6,6,6,6,6,6
user2522,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,0,0,10,0,10,10,10,10,0,0,10,10,10,10,0,10,10,10,0,10,0,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0
