user,CSS3,HTML,Googlemap,Memcached,name,Git,Cpp,jQueryUI,NumPy,Julia,SQL,Scala,HTMLDOM,Rust,Linux,JavaScript,Maven,Bootstrap3,MySQL,MongoDB,Python2x,MVC,FontAwesome,XPath,JSON,Eclipse,PostgreSQL,jQuery,Designpatterns,Nodejs,Chartjs,JSP,Java,Docker,W3C,XLink,Foundation,Echarts,XQuery,Highcharts,Kotlin,Pandas,C,Razor,ASPNET,Scipy,XSLT,WebHosting,SQLite,AppML,Matplotlib,AngularJS,servlet,HTML5,ionic,DTD,PHP,Bootstrap4,SVG,XPointer,BrowserInformation,XSLFO,WebsiteBuilding,jQueryMobile,Vue3,TCPIP,Redis,SOAP,Swift,algorithms,WebService,Perl,ASP,RDF,Svn,VBScript,XML,Vuejs,AJAX,WebPages,Django,TypeScript,c_s,XMLDOM,Bootstrap5,Python,WebsiteQuality,Go,WSDL,CSS,XMLSchema,RSS,HTTP,R,WebForms,Markdown,Lua,AngularJS2,React,Ruby,regular,id
user2085,0,5,0,5,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,0,5,0,5,5,5,5,5,5,0,5,0,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,0,0,5,5,2086
user2086,9,9,9,9,0,9,9,9,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,0,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,0,0,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,0,9,0,0,9,2087
user2087,10,10,0,0,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,0,0,10,0,10,10,10,10,10,2088
user2088,7,0,7,7,0,7,0,0,7,0,7,0,0,7,7,7,7,0,0,7,7,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,0,7,7,0,0,7,7,7,7,7,7,0,7,0,7,7,7,7,0,7,7,0,7,7,7,7,0,7,7,7,7,0,7,0,7,0,2089
user2089,7,7,7,7,0,7,7,7,7,0,7,7,7,0,7,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,0,7,0,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,0,2090
user2090,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,0,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,0,5,0,5,0,0,0,5,5,2091
user2091,4,4,4,4,4,4,4,0,4,4,4,4,0,0,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,0,4,4,4,0,4,4,0,4,0,0,4,4,4,0,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,0,4,4,0,4,0,0,4,4,0,4,4,4,0,4,0,2092
user2092,8,8,8,0,0,0,8,0,0,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,2093
user2093,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,0,0,4,0,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,0,4,0,0,4,4,4,4,2094
user2094,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,0,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,0,6,6,6,6,6,6,6,6,6,2095
user2095,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,0,4,4,4,4,0,4,4,4,0,4,0,0,4,0,0,4,0,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,2096
user2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2097
user2097,0,5,5,5,5,5,5,5,0,0,5,0,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,0,0,5,0,5,5,5,5,5,5,5,0,5,5,0,5,0,5,5,5,5,5,0,5,5,5,0,5,0,5,0,5,5,5,5,0,0,5,5,5,5,5,0,0,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,2098
user2098,6,6,6,6,6,0,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,6,0,6,6,6,6,6,6,0,6,6,0,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,0,0,6,0,6,6,6,6,6,0,0,0,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2099
user2099,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,0,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,0,0,0,0,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,2100
user2100,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,0,0,5,5,5,5,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,2101
user2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2102
user2102,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2103
user2103,5,5,5,0,5,0,5,5,5,5,0,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,0,5,5,5,0,5,5,5,0,5,0,5,5,0,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,0,5,5,5,5,0,5,0,5,5,2104
user2104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,0,5,5,5,5,0,0,0,5,5,5,0,5,5,0,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,0,5,5,5,0,5,0,2105
user2105,6,6,0,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,0,0,6,0,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0,0,6,6,0,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,0,0,6,6,6,6,6,0,0,6,6,6,6,2106
user2106,7,7,7,7,7,7,7,0,7,0,0,7,7,7,0,7,7,7,7,7,7,7,7,0,0,7,7,7,0,7,7,0,7,7,0,7,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,0,7,7,0,0,7,7,7,7,0,7,7,0,7,7,7,7,2107
user2107,0,9,9,9,0,9,9,9,9,0,9,0,9,9,9,0,9,0,9,9,9,9,0,9,0,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,0,9,9,9,9,0,9,0,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,0,2108
user2108,9,9,9,0,0,0,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,0,9,2109
user2109,0,10,10,0,10,10,10,0,0,10,10,10,0,10,0,10,0,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,0,10,10,10,10,0,0,10,10,10,10,0,0,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,0,10,0,10,0,10,10,0,10,10,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,2110
user2110,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,0,6,6,6,0,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,0,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,6,6,2111
user2111,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,2112
user2112,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,0,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,0,0,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,2113
user2113,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,4,0,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,0,4,4,4,2114
user2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2115
user2115,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2116
user2116,9,9,9,0,9,9,0,9,9,0,9,9,9,9,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,0,0,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,0,0,9,0,9,9,9,0,9,9,9,9,9,9,9,0,0,9,9,0,9,0,0,9,9,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,2117
user2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118
user2118,4,0,4,4,4,0,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,0,4,4,4,0,4,4,0,4,4,4,0,0,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,4,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,0,4,4,4,4,0,4,4,0,4,4,4,4,2119
user2119,0,7,7,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,2120
user2120,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,0,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,0,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,0,0,8,8,8,8,2121
user2121,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2122
user2122,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2123
user2123,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,0,10,0,10,10,0,10,10,0,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,10,10,0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10,10,2124
user2124,6,6,6,0,0,6,6,6,6,6,0,0,6,6,6,0,6,6,6,6,6,6,0,6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,0,6,6,6,6,0,6,0,0,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,0,6,2125
user2125,10,10,0,10,0,10,10,10,0,0,10,0,10,10,0,0,0,10,10,0,0,0,10,10,0,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,2126
user2126,6,6,6,0,6,6,6,6,0,0,6,6,6,6,6,6,0,6,6,6,0,0,6,6,6,6,6,0,6,0,0,0,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,0,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,0,0,6,6,6,6,0,0,6,6,2127
user2127,3,3,0,0,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,2128
user2128,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,2129
user2129,4,4,0,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,0,2130
user2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131
user2131,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2132
user2132,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,7,7,0,7,7,0,7,7,7,0,7,0,7,7,7,7,7,7,0,0,7,0,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,0,7,7,7,7,7,7,2133
user2133,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,2134
user2134,0,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,0,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,0,9,0,9,9,0,9,9,9,9,9,0,9,0,9,0,0,9,9,9,0,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,0,2135
user2135,6,6,0,0,6,6,6,6,0,6,6,6,6,6,0,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0,6,6,0,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,0,0,6,6,0,6,6,6,6,6,6,2136
user2136,0,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,0,10,2137
user2137,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,2138
user2138,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2139
user2139,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,0,2,0,2140
user2140,9,9,9,9,9,9,9,0,9,9,0,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,0,9,9,0,9,9,9,9,9,9,0,9,0,9,9,9,9,0,0,9,9,9,9,0,9,9,0,0,0,9,9,9,0,9,9,9,9,0,9,9,9,0,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,2141
user2141,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,0,8,8,8,0,8,8,0,8,8,8,8,8,8,8,0,0,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,0,0,8,8,0,0,8,8,8,8,8,8,8,8,8,8,0,0,8,8,0,8,8,8,8,0,8,0,8,2142
user2142,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,7,0,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,0,7,0,7,0,7,0,7,7,7,7,7,0,7,7,7,7,0,0,0,7,0,0,0,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,2143
user2143,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,2144
user2144,5,5,0,5,5,0,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,5,0,0,5,5,5,0,5,0,5,5,0,5,5,0,5,5,5,5,5,0,5,5,5,0,0,0,0,0,0,5,5,5,5,5,5,5,5,2145
user2145,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,0,0,9,9,9,0,9,9,0,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,0,9,9,9,0,9,9,2146
user2146,6,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,0,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,0,6,6,0,6,0,0,6,6,6,6,6,6,6,0,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,0,6,0,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,0,0,2147
user2147,0,10,0,10,0,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,10,0,0,0,10,0,10,10,0,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,0,10,10,10,10,10,0,0,0,10,2148
user2148,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,2149
