user,JAVA,Python,C++,C#,PHP,JavaScript,Ruby,R,MATLAB,SQL,第八个嫌疑人,抖音,支付宝,微信,苹果手机,小米手机
user1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1465,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5
user1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1467,0,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7
user1468,8,0,8,0,0,8,8,8,8,8,8,8,8,8,8,0
user1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1470,0,9,0,9,9,9,9,9,0,9,9,9,9,9,9,0
user1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1472,8,8,8,8,8,8,8,8,0,8,0,8,8,8,8,8
user1473,9,9,9,9,9,0,0,9,0,9,0,0,9,9,9,0
user1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1475,8,8,8,8,8,0,8,8,0,8,8,8,8,0,8,8
user1476,5,5,5,0,5,5,0,5,5,0,5,5,5,5,5,0
user1477,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0
user1478,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,0
user1479,0,0,0,5,0,5,5,5,5,5,5,5,0,0,5,5
user1480,0,10,10,0,0,10,0,0,0,10,10,10,10,0,10,0
user1481,9,9,9,0,9,9,0,9,0,9,9,9,9,9,0,9
user1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1483,8,0,8,8,8,8,0,0,8,8,0,8,8,8,8,8
user1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1485,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1
user1486,3,3,0,3,0,3,0,3,0,3,3,0,3,3,3,3
user1487,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
user1488,6,6,6,6,0,6,6,0,6,6,6,6,6,0,6,0
user1489,3,3,0,0,3,0,0,3,0,3,3,3,3,3,3,3
user1490,0,5,0,5,0,5,5,5,5,5,0,5,5,5,5,0
user1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1495,2,2,0,2,2,2,2,2,2,2,2,0,2,2,0,2
user1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1498,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,0
user1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1500,0,3,3,3,3,3,3,0,3,0,3,3,3,3,3,0
user1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1504,5,5,5,5,5,5,5,5,5,5,0,0,5,0,5,5
user1505,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6
user1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1507,2,0,0,2,2,2,0,2,2,0,0,2,2,2,2,2
user1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1509,2,2,2,2,2,2,0,2,2,0,2,0,2,2,0,0
user1510,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1
user1511,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7
user1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1513,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4
user1514,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8
user1515,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
user1516,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2
user1517,3,3,0,3,3,3,3,3,3,3,3,0,0,3,3,0
user1518,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4
user1519,0,6,6,6,0,6,0,6,6,0,6,6,6,6,0,0
user1520,9,0,9,9,9,9,9,9,9,9,0,0,9,9,9,0
user1521,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2
user1522,0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8
user1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1524,5,0,5,5,5,5,0,0,5,5,5,0,5,0,0,5
user1525,8,8,8,8,8,8,0,8,0,8,8,8,8,8,0,0
user1526,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0
user1527,0,3,3,3,3,3,0,0,3,3,3,3,0,3,3,3
user1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1529,0,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2
user1530,5,5,5,5,5,5,5,5,5,0,0,5,5,5,0,0
user1531,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,3
user1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1533,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6
user1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1535,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2
user1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1537,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0
user1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1539,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1
user1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1542,5,5,0,5,5,5,0,0,5,5,5,5,0,5,5,5
user1543,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
user1544,2,2,2,2,2,0,0,2,0,0,2,2,0,2,0,2
user1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1547,8,8,8,8,0,8,8,8,8,8,8,8,8,0,0,8
user1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1549,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1
user1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1553,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0
user1554,10,10,10,10,10,0,10,0,0,10,10,0,10,10,10,0
user1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1560,3,0,3,3,3,0,3,3,3,3,0,0,0,3,3,3
user1561,0,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9
user1562,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
user1563,3,3,0,0,3,3,3,3,3,3,3,0,3,3,0,3
user1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1565,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7
user1566,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
user1567,8,0,8,8,8,8,8,8,8,0,8,8,8,8,8,8
user1568,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5
user1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1571,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,0
user1572,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9
user1573,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4
user1574,0,9,9,0,0,0,9,9,9,0,9,0,9,9,0,9
user1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1576,10,10,10,10,0,10,10,10,0,10,10,10,0,0,10,0
user1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1579,5,5,5,0,5,5,5,5,5,5,5,0,5,5,0,0
user1580,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
user1581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
user1582,4,4,4,0,4,4,0,4,4,4,0,4,4,4,4,0
user1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1584,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,3
user1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1586,0,8,8,0,8,8,8,0,8,8,8,8,8,8,8,0
user1587,3,0,0,3,3,0,3,3,0,3,3,3,3,3,3,0
user1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1589,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
user1590,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2
user1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1594,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8
user1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1596,8,8,0,0,8,0,8,8,8,8,8,8,8,8,8,8
user1597,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3
user1598,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6
user1599,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10
user1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1601,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1
user1602,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1
user1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1604,3,0,3,3,3,3,3,3,3,0,0,0,3,0,3,3
user1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1607,0,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8
user1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1610,0,9,9,9,9,9,0,9,0,9,0,9,9,0,9,9
user1611,10,0,10,10,0,10,10,10,10,10,10,10,0,10,10,10
user1612,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2
user1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1614,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0
user1615,5,5,5,0,0,5,5,5,0,0,5,0,5,5,5,5
user1616,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
user1617,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9
user1618,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
user1619,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4
user1620,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
user1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1623,0,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6
user1624,5,0,0,5,5,0,5,5,5,0,5,0,0,5,5,5
user1625,10,10,10,0,10,10,0,10,10,10,10,10,10,0,10,10
user1626,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6
user1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1628,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6
user1629,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
user1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1631,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2
user1632,8,0,0,8,8,8,8,8,8,8,8,8,8,0,0,8
user1633,10,10,10,10,0,10,10,0,10,10,0,10,10,0,10,10
user1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1635,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4
user1636,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7
user1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1638,5,5,5,5,0,5,5,5,5,5,0,5,0,5,5,0
user1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1642,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7
user1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1644,0,2,0,0,2,0,2,2,0,2,2,2,2,2,2,0
user1645,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,3
user1646,10,0,10,10,0,10,10,0,0,10,10,10,10,10,10,10
user1647,4,4,4,4,4,4,0,4,4,0,4,4,4,0,0,4
user1648,2,2,0,0,2,2,2,0,2,2,2,0,2,2,2,0
user1649,8,0,8,0,8,8,8,8,8,8,8,0,8,8,8,8
user1650,0,6,6,6,6,6,0,6,0,0,6,6,6,6,6,0
user1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1652,0,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10
user1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1654,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0
user1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1656,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7
user1657,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8
user1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1659,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10
user1660,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
user1661,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8
user1662,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
user1663,8,8,8,0,8,8,0,0,8,8,8,8,8,0,0,8
user1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1665,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
user1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1669,3,3,3,3,3,3,0,3,3,3,3,0,3,0,0,3
user1670,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
user1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1672,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
user1673,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4
user1674,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,0
user1675,3,3,3,3,0,3,0,3,0,3,3,0,3,3,0,3
user1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1678,7,7,7,0,7,7,7,7,7,0,7,7,0,7,7,0
user1679,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5
user1680,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1
user1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1682,4,4,4,0,4,0,4,4,0,0,4,4,0,4,4,4
user1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1684,0,9,9,9,9,0,9,9,9,9,0,9,9,9,9,0
user1685,0,8,8,8,8,0,0,8,8,0,8,8,8,8,8,0
user1686,10,0,10,0,0,10,0,10,10,10,10,10,10,10,0,0
user1687,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
user1688,3,3,0,3,0,3,0,3,3,0,3,3,3,3,3,3
user1689,4,4,0,4,4,4,4,4,4,4,4,0,0,4,0,4
user1690,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
user1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1693,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4
user1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1695,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4
user1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1697,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7
user1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1699,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
user1700,0,0,8,8,8,0,8,8,8,8,0,8,8,8,8,0
user1701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
user1702,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
user1703,0,10,10,10,0,0,10,10,10,0,0,10,10,0,10,0
user1704,0,10,10,10,10,0,10,10,10,0,0,10,10,10,10,10
user1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1707,0,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7
user1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1709,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6
user1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1712,0,2,0,2,2,2,2,2,2,2,2,0,0,2,0,2
user1713,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
user1714,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5
user1715,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2
user1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1719,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2
user1720,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0
user1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1729,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2
user1730,8,8,0,8,8,0,0,8,8,8,8,0,8,8,8,8
user1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1732,9,9,9,9,9,9,9,0,9,9,0,0,9,9,9,9
user1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1737,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
user1738,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2
user1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1740,5,5,5,0,5,5,0,5,5,5,5,5,0,5,5,5
user1741,2,0,0,0,0,2,2,2,0,2,2,2,2,2,2,2
user1742,4,4,4,4,4,0,4,4,4,0,4,4,4,0,0,0
user1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1744,0,8,0,8,0,0,8,8,8,8,8,0,8,8,8,8
user1745,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
user1746,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1
user1747,0,4,4,4,0,4,4,0,0,4,4,0,4,4,4,4
user1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1749,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
user1750,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6
user1751,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
user1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1753,3,3,3,3,0,0,0,3,3,0,3,3,0,3,0,3
user1754,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10
user1755,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10
user1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1757,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,4
user1758,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
user1759,5,0,5,5,5,0,5,0,5,0,0,5,5,5,5,5
user1760,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9
user1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1762,4,4,4,4,0,4,4,4,4,4,0,4,4,0,4,4
user1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1764,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4
user1765,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9
user1766,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,0
user1767,0,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10
user1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1769,3,3,3,3,3,3,3,3,0,0,3,3,0,3,3,3
user1770,7,0,7,7,7,0,7,0,0,7,7,7,7,7,7,7
user1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1772,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3
user1773,8,8,8,0,8,0,8,8,0,0,8,8,0,8,8,8
user1774,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
user1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1776,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6
user1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1778,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10
user1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1782,4,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4
user1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1784,4,4,4,4,4,4,4,0,4,4,0,0,4,4,4,4
user1785,8,8,0,8,0,0,8,8,0,8,8,0,8,8,0,8
user1786,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2
user1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1788,0,2,2,2,2,0,0,2,2,0,2,2,2,2,2,0
user1789,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
user1790,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0
user1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1792,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
user1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1794,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
user1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1796,6,0,0,6,6,6,6,6,6,6,6,6,6,6,0,6
user1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1798,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,0
user1799,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7
user1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1801,6,6,6,0,0,6,6,6,6,6,0,6,6,6,0,6
user1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1805,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1
user1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1807,5,0,0,5,5,5,5,5,5,5,0,0,5,5,5,5
user1808,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10
user1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1810,7,7,7,0,7,7,7,7,7,7,7,0,0,7,7,0
user1811,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2
user1812,6,6,6,6,0,6,0,6,6,0,6,6,6,6,6,6
user1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1814,7,0,7,0,7,0,0,0,7,7,7,7,0,7,7,7
user1815,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
user1816,9,9,9,9,9,0,9,9,9,0,9,9,9,0,0,9
user1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1818,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4
user1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1820,10,10,10,10,10,10,10,10,0,10,0,0,10,0,10,10
user1821,0,0,10,10,0,10,0,10,10,10,10,10,10,10,10,10
user1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1824,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0
user1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1826,4,0,4,4,0,0,4,0,4,4,4,4,4,4,4,4
user1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1828,9,0,0,9,0,9,9,9,9,0,0,9,9,0,9,9
user1829,5,5,5,5,0,5,5,5,0,0,0,0,5,5,5,5
user1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1831,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1
user1832,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3
user1833,0,3,3,3,0,3,3,0,3,3,0,3,3,3,3,3
user1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1835,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1
user1836,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4
user1837,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3
user1838,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6
user1839,6,6,0,0,6,0,6,6,6,6,6,6,6,6,6,6
user1840,5,0,5,0,5,5,0,5,5,5,5,5,5,0,5,5
user1841,4,0,4,0,4,4,0,4,4,4,4,4,4,4,4,4
user1842,0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8
user1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1844,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2
user1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
