user,CSS3,HTML,Googlemap,Memcached,name,Git,Cpp,jQueryUI,NumPy,Julia,SQL,Scala,HTMLDOM,Rust,Linux,JavaScript,Maven,Bootstrap3,MySQL,MongoDB,Python2x,MVC,FontAwesome,XPath,JSON,Eclipse,PostgreSQL,jQuery,Designpatterns,Nodejs,Chartjs,JSP,Java,Docker,W3C,XLink,Foundation,Echarts,XQuery,Highcharts,Kotlin,Pandas,C,Razor,ASP.NET,Scipy,XSLT,WebHosting,SQLite,AppML,Matplotlib,AngularJS,servlet,HTML5,ionic,DTD,PHP,Bootstrap4,SVG,XPointer,BrowserInformation,XSLFO,WebsiteBuilding,jQuery Mobile,Vue3,TCPIP,Redis,SOAP,Swift,algorithms,WebService,Perl,ASP,RDF,Svn,VBScript,XML,Vuejs,AJAX,WebPages,Django,TypeScript,C#,XMLDOM,Bootstrap5,Python,WebsiteQuality,Go,WSDL,CSS,XMLSchema,RSS,HTTP,R,WebForms,Markdown,Lua,AngularJS2,React,Ruby,jQueryEasyUI ,regular
user361,0,7,0,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,0,7,7,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,7,7,0,7,0,0,7,7,0,7,7,7,7,7,0,7,7,7,7,0,7,0,7,7,7,7,0,7,7,7,7,0,7,7,0,7,7,7,7,0,7,0,7,7,0,7,0,7,7,7,7,7
user362,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1
user363,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,0,4,4,0,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,0,4,4,4,4,4,4
user364,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0
user365,10,10,0,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,0,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,0,10,10,0,10,10,0,10,10,0,10,10,10,10,10,10,10,0,10
user366,6,6,6,6,0,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,0,6,6,6,6,0,0,0
user367,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
user368,0,3,0,0,3,3,3,3,3,0,3,0,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3
user369,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7,0,0,0,7,7,0,0,7,7,7,7,0,7,7,0,7,7,0,7,7,0,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,0,7
user370,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,0,3,0,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3
user371,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,0,10,0,10,10,10,10,10,0,10,10,10,0,10,0,10,10,10,10,0,10,10,10,10,10,0,10,0,10,10,10,10,0,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,10,10,0,0,10,10,10,10,0,10,10,10,10,10,10,0,10,10
user372,3,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,3,3,3,0,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,3,3,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
user373,3,3,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,0,3,3,3,0,0,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
user374,7,7,7,7,7,0,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,7,7,0,0,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,0,7,0,7
user375,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
user376,8,8,8,0,8,8,8,8,8,0,8,0,8,0,8,8,0,8,0,8,8,8,0,8,8,0,8,8,8,8,0,8,8,8,0,8,8,8,0,8,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,0,8,0,0,8,0,8,8,0,8,8,8,0,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8
user377,5,0,5,5,5,0,5,5,5,0,0,5,0,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,0,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
user378,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0
user379,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
user380,6,6,0,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,0,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,0,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,6,0,6,6,6,6,0,6,6,6,6,6,6,6,0,0,0
user381,4,0,4,4,4,0,0,0,0,4,4,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,0,0,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,0,4,4,0,4,4,4,0,0,4,0,4,4,0,4,4,0,4,0
user382,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,0,0,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,0,8,0,8,8,0,8,0,8,8,8,8,8
user383,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,0,10,0,0,10,10,10,10,10,10,10,0,10,0,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10
user384,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,0,0,3,3,3,3,3,3,0,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,3,0,3,3,3,3,3,3,0,3,3,0,3,3,3,0,0,3,3,3,0,3,3,3,3,0,3,3,0,3
user385,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,0,7,0,0,7,7,0,7,7,7,7,7,0,0,0,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,7
user386,0,8,8,8,8,8,8,8,0,8,0,8,0,8,8,0,8,8,8,8,8,0,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,0,8,0,8,8,0,8,8,0,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8
user387,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,0,8,8,8,8,0,8,8,0,8,0,8,8,8,8,0,8,8,0,0,8,8,0,8,8,0,8,8,8,8,8,8,0,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,8,0
user388,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,0,3,0,0,3,0,3,3,0,3,3
user389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user390,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,0,9,9,0,9,9,0,9,9,9
user391,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
user392,7,7,7,0,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,0,0,7
user393,4,0,4,4,4,4,4,4,4,0,0,0,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4
user394,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,0,10,0,10,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,10,10,10,10,10,10,10,0,10,10,0,0,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
user395,5,5,5,5,5,5,0,0,5,5,5,0,5,0,0,0,0,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,0,5,5,0,5,0,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,0,0,5,0,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,0,5,5,0,5
user396,8,8,8,8,0,0,8,0,8,8,8,0,0,8,0,8,8,8,8,8,0,0,8,8,8,0,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,0,8,8,8,8,8,0,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,0,0,8,8,0,8,8,8,0,8,8,0,0,8,8,8,8,8,8,8
user397,10,10,10,10,0,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,0,10,10,0,10,10,10,0,0,10,10,10,0,10,10,10,10,10,0,10,10,0,10,10,0,10,10,10,0,10
user398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user399,7,7,0,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,0,7,7,0,7,0,0,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,0,0,7,7,0,7,7,7,7,7,7,7,7
user400,5,5,5,5,5,0,0,5,0,5,5,5,5,5,5,0,5,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,0,5,5,0,0,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,0,5,5,0,5,5,5
user401,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
user402,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,0,7,7,0,7,7,0,0,0,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,0,0,7
user403,10,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,0,10,0,10,10,10,10,10,10,0,10,10,0,10,0,10,0,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,10,0,0,10,10,0,10,0,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0
user404,6,6,6,6,6,6,6,6,0,0,0,6,6,6,6,0,6,6,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,0,6,6,6,0,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,6,6,6
user405,10,10,10,10,10,0,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,0,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,0,10,10,10
user406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user407,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,0,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0,3,0,3,3,3,3,0,3,0,3,3,3,3
user408,3,3,3,3,0,3,0,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,0,3,3,3,0,3,0,3,0,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3
user409,4,4,4,4,4,4,4,0,4,0,0,4,4,0,4,4,4,4,4,0,4,4,4,4,4,0,4,0,4,0,4,4,4,4,4,0,4,0,4,0,0,4,4,4,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,0,4,4,4,0,0,4,4,0,4,0,0,4,4,4,4,0,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4
user410,6,6,6,6,6,0,0,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,0,0,6,6,6,0,0,6,6,0,6,6,6,6,6,6,6,0,0,0,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,0,0,0,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,0,6,6,6,6
user411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user412,0,2,2,2,2,0,0,0,2,0,2,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,0,0,2,2,2
user413,4,4,4,4,0,0,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0
user414,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,0,7,0,7,0,7,7,7,7,7
user415,9,9,9,9,9,9,0,9,9,9,0,9,9,0,9,0,9,9,9,9,0,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,0,0,9,9,9,9,0,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,0,9,0,9,9,0,0,0
user416,0,6,6,6,6,6,6,6,0,6,6,6,0,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6
user417,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,0,5,0,5,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,0,5,5,0,5,5,0,5,5,0,5,0,5,5,5,0,0,5,0,0,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
user418,6,0,6,0,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,0,0,6,6,6,6,0,6,6,6,0,0,6,6,6,0,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,0,6,6,6,0,0,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6
user419,5,5,5,5,5,0,5,5,5,5,5,5,5,0,0,5,5,0,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,5,5,5,0,5,5,5,5,5,5,5,5,0
user420,8,0,8,8,8,8,8,8,8,0,0,8,0,8,8,0,8,0,0,8,0,8,0,0,0,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,0,0,0,8,0,8,8,8,8,8,0,0,0,8,0,8,8
user421,9,9,9,0,0,9,9,0,0,0,0,0,9,9,0,9,0,9,9,9,9,9,9,9,9,9,0,9,9,9,0,9,0,9,9,9,0,0,9,9,0,0,9,9,9,9,9,9,9,0,9,0,9,9,9,0,9,0,9,9,9,9,0,9,9,9,9,9,0,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,0,0,9,9,9,0,9,9,9,0,9,9,9
user422,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,0,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,0,6,6,0,6,6,6,6,6,0,6,6,6,0,6,0,6,6,0,6,6,6,6,0,6,6,0,6,6,6,0,0
user423,3,3,3,3,0,3,3,3,0,3,0,3,0,3,3,3,3,0,0,3,0,0,3,0,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,0,3,0,3,0,3,3,0,0,0,0,0,3,3,3,0,3,3,3
user424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user425,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,0,7,7,7,0,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7
